strategy,fold,epoch,train_loss,val_loss,train_main_macro_f1,val_main_macro_f1,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,learning_rate,epoch_time,train_f1_Normal,val_f1_Normal,train_f1_Anterior,val_f1_Anterior,train_f1_Inferior,val_f1_Inferior,train_f1_Lateral,val_f1_Lateral
no_pretrain,1,1,0.5433704730226914,0.238489616364377,0.597102912055458,0.854564142148422,0.784544289897511,0.9213174748398902,0.5976244339491515,0.8188806623291266,0.0001,6.76140570640564,0.7918513223731236,0.9067681435172601,0.8205732946298984,0.9635854341736695,0.7679549027047536,0.9115393545391224,0.008032128514056224,0.6363636363636364
no_pretrain,1,2,0.15718679886044032,0.05071172140204677,0.8762567786781765,0.9915614384161802,0.9470625915080527,0.9912168344007319,0.8466157588200394,0.9936964618386281,0.0001,6.631117105484009,0.9428051001821494,0.9887705154045494,0.9660263251511918,0.9950071326676176,0.9449136380973138,0.9907325684024714,0.6512820512820513,0.9917355371900827
no_pretrain,1,3,0.05535458745966675,0.018283472299296322,0.9804202891134269,0.9967600317325227,0.9831167642752562,0.995608417200366,0.9785672705143768,0.9966477789322141,0.0001,6.670204162597656,0.9815418023887079,0.9962438601560243,0.9878189739486085,0.9960756332500892,0.9817321448222736,0.9947206335239771,0.9705882352941176,1.0
no_pretrain,1,4,0.030478715643663053,0.007363934145302215,0.9905858893817732,0.9985651862979192,0.9913524890190337,0.9979871912168344,0.9905047089892751,0.9985128716563663,0.0001,6.714647531509399,0.9903588256614716,0.9973890339425587,0.9937689157913477,0.9992887624466572,0.9907158160742735,0.997582948802461,0.9875,1.0
no_pretrain,1,5,0.019601339920976856,0.008300243654636212,0.9951422358374509,0.9982778874630737,0.9940519765739385,0.9976212259835315,0.9946282576742411,0.998435058444085,0.0001,6.458049058914185,0.9929036929761043,0.997398091934085,0.9963506898086337,0.9985775248933144,0.9934022432372993,0.9971359330248953,0.9979123173277662,1.0
no_pretrain,1,6,0.017391248466783627,0.006933985705780759,0.9947169334200531,0.9984049649511032,0.9947840409956076,0.9978042086001829,0.9951093465230207,0.9985407823792589,0.0001,6.416098594665527,0.9934744779582366,0.9976811594202899,0.9975071225071225,0.9985795454545454,0.9941231394518592,0.9973591549295775,0.9937629937629938,1.0
no_pretrain,1,7,0.010370451550343378,0.006067903196103747,0.9971346788945372,0.999057805881162,0.9967972181551976,0.9987191216834401,0.997635956510093,0.9991275709030489,0.0001,6.419073581695557,0.9964485032978183,0.998262883613202,0.9976872442625867,0.9992887624466572,0.9964819700967458,0.9986795774647887,0.997920997920998,1.0
no_pretrain,1,8,0.0102851385813525,0.015507755461964784,0.9960429027663842,0.9900912213049468,0.996705710102489,0.9948764867337603,0.9964915227427427,0.9847165500363275,0.0001,6.422024726867676,0.9968842837475546,0.9936599423631124,0.9971515043617589,0.9978708303761533,0.9963728291932292,0.994475138121547,0.9937629937629938,0.9743589743589743
no_pretrain,1,9,0.008334448811022266,0.02292808566842054,0.9974181074336159,0.9952572567097016,0.997849560761347,0.9932296431838975,0.9974181074336159,0.9947076593629307,0.0001,6.392161130905151,0.9976814954354442,0.9894613583138173,0.998576512455516,0.9996445076430857,0.9975810885101705,0.9919231608819035,0.9958333333333333,1.0
no_pretrain,1,10,0.009709584565275977,0.007871108277605409,0.9968427686932113,0.9984998432179362,0.9970717423133236,0.9979871912168344,0.9968299166223538,0.9987556881190012,0.0001,6.433028697967529,0.9965944496775596,0.9985519837822183,0.9981315063617759,0.9978708303761533,0.9968117854001759,0.997576558713373,0.9958333333333333,1.0
no_pretrain,1,11,0.00798110027198207,0.003450245294347789,0.9979594210981112,0.9994738249969692,0.997849560761347,0.9992680695333943,0.9984230658151505,0.9995252571603381,0.0001,6.426896810531616,0.9971022891915386,0.9991306867574616,0.9992878760904398,0.9996445076430857,0.9975265211894685,0.9991201055873296,0.997920997920998,1.0
